City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,hamilton,39.1834,-84.5333,284.2,85,100,4.63,US,1697361630
289,kansk,56.2017,95.7175,282.21,53,100,4.16,RU,1697361911
290,branik,50.036,14.4124,284.43,62,20,5.66,CZ,1697361912
291,geraldton,-28.7667,114.6,305.38,18,0,7.72,AU,1697361913
292,liuboml,51.226,24.0373,285.11,53,100,6.11,UA,1697361914
293,tongouson,5.0214,120.1328,301.96,71,6,2.08,PH,1697361916
294,bilibino,68.0546,166.4372,265.9,97,98,0.7,RU,1697361918
295,ouallam,14.3188,2.0866,307.93,19,14,5.42,NE,1697361920
296,mount isa,-20.7333,139.5,299.02,19,0,0.51,AU,1697361921
297,faya-largeau,17.9257,19.1043,307.09,17,0,8.23,TD,1697361922
298,san ignacio rio muerto,27.4167,-110.2333,299.98,63,0,3.27,MX,1697361924
299,callao,-12.0667,-77.15,292.44,82,100,2.57,PE,1697361926
300,al jawf,29.5,38.75,299.16,36,0,3.76,SA,1697361927
301,chitungwiza,-18.0127,31.0756,301.18,25,86,5.04,ZW,1697361928
302,tomatlan,19.9333,-105.25,298.03,97,82,1.37,MX,1697361929
303,kapuskasing,49.4169,-82.4331,276.2,100,100,5.14,CA,1697361930
304,kolonia,50.9333,6.95,283.13,84,75,4.12,DE,1697361851
305,borazjan,29.2666,51.2159,311.35,16,0,4.54,IR,1697361932
306,axim,4.8699,-2.2405,300.4,81,79,3.05,GH,1697361934
307,namtsy,62.7161,129.6658,269.28,83,94,1.59,RU,1697361935
308,makhambet,47.6667,51.5833,291.59,43,7,5.55,KZ,1697361936
309,kargil,34.5667,76.1,281.74,30,86,3.32,IN,1697361937
310,nagqu,31.5,92.0,279.12,37,94,4.97,CN,1697361938
311,tshikapa,-6.4167,20.8,302.0,57,100,2.23,CD,1697361939
312,kingscliff,-28.2667,153.5667,296.33,88,0,5.14,AU,1697361940
313,wafangdian,39.6183,122.0081,286.83,28,0,4.64,CN,1697361941
314,kittila,67.6647,24.8936,274.05,100,100,6.69,FI,1697361942
315,buala,-8.145,159.5921,299.88,84,80,1.74,SB,1697361943
316,yuzhno-kurilsk,44.0306,145.8556,287.25,69,100,3.59,RU,1697361945
317,mersa matruh,31.3525,27.2453,297.8,56,0,6.33,EG,1697361946
318,samana,19.2056,-69.3369,298.3,90,84,1.87,DO,1697361947
319,sao miguel do araguaia,-13.275,-50.1628,300.56,54,94,1.33,BR,1697361948
320,tsurugi-asahimachi,36.45,136.6333,289.19,84,66,2.79,JP,1697361949
321,morehead city,34.7229,-76.726,291.15,87,0,6.17,US,1697361909
322,tchibanga,-2.85,11.0333,298.62,84,99,0.17,GA,1697361951
323,san luis de la loma,17.2706,-100.8939,298.64,93,100,3.05,MX,1697361952
324,nyurba,63.2842,118.3319,264.84,88,16,0.89,RU,1697361953
325,alghero,40.5589,8.3181,298.2,61,40,1.54,IT,1697361956
326,ruidoso,33.3317,-105.673,283.3,65,0,1.54,US,1697361957
327,hanceville,34.0607,-86.7675,287.29,70,100,4.4,US,1697361958
328,praia,14.9215,-23.5087,301.45,89,75,4.12,CV,1697361959
329,sao jose da coroa grande,-8.8978,-35.1478,298.61,71,60,5.73,BR,1697361960
330,niafunke,15.9322,-3.9906,306.74,11,4,5.71,ML,1697361961
331,ponta delgada,37.7333,-25.6667,295.55,100,75,4.63,PT,1697361962
332,tanjung sepat,2.6579,101.5629,306.23,58,20,1.54,MY,1697361963
333,moires,35.0532,24.8744,298.83,61,0,3.13,GR,1697361965
334,rundu,-17.9333,19.7667,307.51,22,62,2.1,NA,1697361966
335,port saint john's,-31.6229,29.5448,292.59,65,96,2.7,ZA,1697361967
336,los llanos de aridane,28.6585,-17.9182,297.01,65,0,3.09,ES,1697361968
337,tosontsengel,48.7567,98.2839,287.45,22,95,6.83,MN,1697361969
338,kavaratti,10.5669,72.642,299.98,79,100,5.0,IN,1697361970
339,fredericton,45.9454,-66.6656,283.06,93,20,2.06,CA,1697361971
340,sandnessjoen,66.0217,12.6316,275.44,60,95,15.22,NO,1697361972
341,ergani,38.2653,39.7621,295.17,23,99,2.05,TR,1697361973
342,iwon-up,40.3231,128.6553,290.7,65,27,1.93,KP,1697361975
343,paka,4.6374,103.4368,304.11,79,40,2.57,MY,1697361976
344,butha-buthe,-28.8333,28.5,286.62,35,0,3.36,LS,1697361977
345,poronaysk,49.2167,143.1167,284.42,75,100,3.03,RU,1697361978
346,cannonvale,-20.2833,148.7,295.81,78,60,3.45,AU,1697361979
347,bikenibeu village,1.3673,173.1241,301.13,78,75,2.06,KI,1697361980
348,tabou,4.423,-7.3528,299.19,88,68,2.82,CI,1697361981
349,pandan,14.0453,124.1694,301.13,76,36,2.73,PH,1697361982
350,lerwick,60.1545,-1.1494,277.15,61,96,8.45,GB,1697361983
351,mombetsu,44.3525,143.3525,286.04,85,55,1.36,JP,1697361984
352,yekaterinoslavka,50.3734,129.1139,274.74,56,81,6.82,RU,1697361986
353,san ferdinando di puglia,41.3026,16.0705,299.26,42,0,4.35,IT,1697361988
354,andrelandia,-21.7397,-44.3092,290.31,92,100,1.42,BR,1697361989
355,greater sudbury,46.49,-80.99,279.29,89,100,3.13,CA,1697361990
356,riohacha,11.5444,-72.9072,298.66,90,59,2.36,CO,1697361991
357,kamina,-8.7386,24.9906,300.57,51,98,1.98,CD,1697361992
358,hithadhoo,-0.6,73.0833,300.75,77,18,5.58,MV,1697361994
359,anna regina,7.2644,-58.5077,299.48,86,19,3.13,GY,1697361995
360,malango,-2.9627,119.9001,299.22,66,16,1.33,ID,1697361996
361,menaka,15.9182,2.4022,308.23,14,17,4.93,ML,1697361997
362,minas de marcona,-15.2119,-75.1103,286.96,88,50,4.49,PE,1697361998
363,flin flon,54.7682,-101.865,278.14,89,0,1.12,CA,1697361999
364,palu,-0.8917,119.8707,301.36,87,43,0.91,ID,1697362002
365,cabo san lucas,22.8909,-109.9124,299.68,73,0,3.13,MX,1697361712
366,sao joao da barra,-21.6403,-41.0511,294.2,90,100,2.28,BR,1697362004
367,sur,22.5667,59.5289,306.05,44,0,2.8,OM,1697362005
368,tual,-5.6667,132.75,300.27,84,21,5.08,ID,1697362007
369,hasaki,35.7333,140.8333,289.42,84,99,4.06,JP,1697362008
370,mutoko,-17.397,32.2268,303.06,33,8,5.45,ZW,1697362009
371,ca mau,9.1769,105.15,301.76,80,100,3.35,VN,1697362010
372,ulsteinvik,62.3432,5.8487,281.9,75,100,3.13,NO,1697362012
373,remire-montjoly,4.9167,-52.2667,297.17,94,75,0.0,GF,1697362013
374,hannibal,39.7084,-91.3585,283.66,81,100,2.06,US,1697362014
375,la passe,45.5549,-0.8967,285.94,55,100,5.17,FR,1697362015
376,bandon,51.7469,-8.7425,278.92,77,97,1.55,IE,1697361903
377,bahia honda,22.9036,-83.1592,298.31,87,91,2.62,CU,1697362017
378,plattsburgh,44.6995,-73.4529,283.68,74,52,4.53,US,1697362018
379,sinop,41.7711,34.8709,290.39,26,32,1.05,TR,1697362019
380,byerazino,53.8391,28.9879,285.15,57,97,5.77,BY,1697362020
381,concepcion,-36.827,-73.0498,281.04,87,0,5.14,CL,1697361974
382,galeana,24.8333,-100.0667,286.9,93,71,0.77,MX,1697362022
383,bijie,27.3125,105.2942,290.33,69,81,3.82,CN,1697362024
384,howard springs,-12.497,131.047,305.1,44,14,3.04,AU,1697362025
385,sebeta,8.9167,38.6167,297.17,42,14,4.33,ET,1697362026
386,weno,7.4515,151.8468,300.12,83,100,6.69,FM,1697362027
387,noosa heads,-26.3833,153.15,295.56,83,0,6.1,AU,1697362028
388,nizhnesortymskiy,62.4397,71.7603,275.83,80,74,5.93,RU,1697362029
389,kalengwa,-13.4659,25.0027,303.22,37,98,2.76,ZM,1697362030
390,cidade velha,14.9167,-23.6167,301.41,89,75,4.12,CV,1697362031
391,holualoa,19.6228,-155.9522,297.06,85,75,2.06,US,1697362032
392,gaspe,48.8334,-64.4819,283.27,100,100,1.03,CA,1697362034
393,huatabampo,26.8333,-109.6333,299.77,74,0,3.48,MX,1697362035
394,santa maria do para,-1.3503,-47.5756,295.42,94,38,2.05,BR,1697362036
395,puerto escondido,15.85,-97.0667,299.53,87,100,1.84,MX,1697362038
396,kampong chhnang,12.1667,104.55,302.05,78,100,1.95,KH,1697362039
397,fada,9.5667,8.3,300.27,61,86,0.94,NG,1697362040
398,asansol,23.6833,86.9833,305.97,38,2,2.99,IN,1697362041
399,lubango,-14.9172,13.4925,298.21,36,95,1.98,AO,1697362043
400,tocopilla,-22.092,-70.1979,290.61,70,17,2.9,CL,1697362045
401,nefteyugansk,61.0998,72.6035,278.13,91,100,6.71,RU,1697362046
402,kill devil hills,36.0307,-75.676,290.92,83,100,4.63,US,1697362047
403,mitchell,43.7094,-98.0298,281.14,76,100,3.09,US,1697361955
404,robbah,33.2797,6.9098,297.95,21,0,0.6,DZ,1697362049
405,reuleuet,5.2167,96.2833,302.11,74,100,2.58,ID,1697362050
406,gunjur,13.2019,-16.7339,302.19,84,40,2.06,GM,1697362051
407,gizo,-8.103,156.8419,301.12,79,96,2.23,SB,1697362052
408,pizarro,4.9533,-77.366,297.59,92,97,1.59,CO,1697362055
409,rongelap,11.1635,166.8941,301.75,78,22,5.45,MH,1697362056
410,kwang binh,17.4833,106.6,298.68,85,100,6.54,VN,1697362058
411,toliara,-23.35,43.6667,299.71,69,93,4.03,MG,1697362059
412,keflavik,64.0049,-22.5624,281.39,100,100,7.2,IS,1697362060
413,port augusta,-32.5,137.7667,289.29,63,1,6.71,AU,1697361981
414,perryton,36.4,-100.8027,271.11,86,0,3.09,US,1697362063
415,souillac,-20.5167,57.5167,300.36,57,40,8.23,MU,1697362064
416,princeton,25.5384,-80.4089,298.71,93,75,4.12,US,1697361879
417,schweizer-reneke,-27.1887,25.3293,301.98,20,86,6.91,ZA,1697362066
418,lae,-6.7221,146.9847,299.73,85,100,2.37,PG,1697362067
419,east ballina,-28.8667,153.5833,296.37,76,0,7.97,AU,1697362068
420,sterling,39.0062,-77.4286,282.86,88,100,4.12,US,1697362069
421,olyokminsk,60.3736,120.4264,273.7,85,88,4.02,RU,1697362070
422,terenozek,45.05,64.9833,288.03,24,20,1.64,KZ,1697362071
423,kiffa,16.6166,-11.4045,306.19,14,63,6.35,MR,1697362073
424,fort bragg,35.139,-79.006,286.9,76,0,2.06,US,1697362074
425,fale old settlement,-9.3852,-171.2468,301.88,76,64,9.17,TK,1697362075
426,ishpeming,46.4885,-87.6676,278.99,93,100,3.36,US,1697362076
427,hotan,37.0997,79.9269,295.07,14,41,2.32,CN,1697362077
428,santo antonio do ica,-3.1022,-67.9397,295.59,97,90,0.97,BR,1697362079
429,oeiras,-7.0253,-42.1311,299.76,50,86,3.62,BR,1697362080
430,kenai,60.5544,-151.2583,272.18,100,0,0.0,US,1697362081
431,khenifra,32.9333,-5.6667,294.09,33,88,2.31,MA,1697362082
432,phan rang-thap cham,11.5667,108.9833,299.35,92,100,1.79,VN,1697362037
433,nadym,65.5333,72.5167,275.01,79,93,5.87,RU,1697362085
434,grand baie,-20.0182,57.5802,300.41,59,42,2.68,MU,1697362086
435,walvis bay,-22.9575,14.5053,290.68,63,75,2.57,NA,1697362087
436,puerto cabezas,14.0351,-83.3888,299.3,89,100,1.45,NI,1697362088
437,saint-joseph,-21.3667,55.6167,300.36,74,31,0.72,RE,1697362089
438,chakari,-18.0629,29.8925,307.48,23,80,2.94,ZW,1697362090
439,formosa do rio preto,-11.0483,-45.1931,296.35,51,32,1.95,BR,1697362091
440,puerto baquerizo moreno,-0.9,-89.6,296.3,87,74,4.81,EC,1697362092
441,lagunas,-5.2269,-75.6753,294.57,93,99,0.89,PE,1697362094
442,pasni,25.2631,63.471,300.76,76,45,6.78,PK,1697362095
443,pimampiro,0.4,-77.9667,286.67,88,87,2.34,EC,1697362096
444,paradip garh,20.3167,86.6167,305.48,45,5,1.34,IN,1697362097
445,den burg,53.0542,4.7972,283.14,76,40,4.63,NL,1697362098
446,cestos city,5.46,-9.5828,300.39,79,98,2.47,LR,1697362099
447,gharghoda,22.1667,83.35,305.49,38,0,1.59,IN,1697362101
448,manay,7.215,126.5397,300.93,84,36,3.35,PH,1697362103
449,afaahiti,-17.75,-149.2833,297.08,77,26,3.22,PF,1697362104
450,zouerate,22.7187,-12.4521,302.54,15,0,2.03,MR,1697362105
451,al kharijah,25.4514,30.5464,302.69,24,0,4.24,EG,1697362106
452,timaru,-44.4,171.25,282.63,84,18,2.24,NZ,1697362107
453,boende,-0.2167,20.8667,299.6,70,100,0.94,CD,1697362108
454,yakeshi,49.2833,120.7333,277.83,25,0,5.79,CN,1697362109
455,pacific grove,36.6177,-121.9166,288.16,93,20,2.06,US,1697362110
456,haiku-pauwela,20.9219,-156.3051,297.62,82,75,2.06,US,1697362111
457,kargasok,59.0556,80.8572,277.57,96,97,6.26,RU,1697362112
458,coron,11.9986,120.2043,301.07,79,66,2.7,PH,1697362114
459,kone,-21.0595,164.8658,295.87,87,80,2.16,NC,1697362115
460,ad dilam,23.9915,47.1627,311.38,9,0,3.01,SA,1697362116
461,guarulhos,-23.4628,-46.5333,290.01,90,100,3.09,BR,1697362117
462,charters towers,-20.1,146.2667,298.36,44,86,8.0,AU,1697362119
463,tol'yatti,53.5303,49.3461,286.9,64,76,8.73,RU,1697361831
464,shihezi,44.3,86.0333,287.59,40,22,1.84,CN,1697362121
465,vilyuchinsk,52.9306,158.4028,280.33,88,99,0.66,RU,1697362123
466,valparaiso,-33.0393,-71.6273,279.95,93,75,2.06,CL,1697362124
467,alofi,-19.0595,-169.9187,296.09,78,12,3.6,NU,1697362126
468,sambava,-14.2667,50.1667,301.54,66,19,5.12,MG,1697362127
469,achinsk,56.2694,90.4993,281.59,60,100,5.81,RU,1697362128
470,carnarvon,-24.8667,113.6333,305.15,33,0,8.73,AU,1697362129
471,mannarakkat,10.9833,76.4667,298.2,92,100,0.81,IN,1697362130
472,cadale,2.7603,46.3222,301.8,72,72,4.63,SO,1697362131
473,valle de la pascua,9.2155,-66.0073,296.0,96,71,1.33,VE,1697362132
474,yulinshi,38.2906,109.7494,293.0,18,0,1.52,CN,1697362133
475,tecolots,32.5667,-114.9833,294.39,13,0,3.71,MX,1697362134
476,rahimah,26.7079,50.0619,313.27,39,0,2.94,SA,1697362135
477,kapa'a,22.0752,-159.319,298.14,81,75,2.06,US,1697362137
478,brookings,44.3114,-96.7984,281.03,85,100,3.6,US,1697361878
479,teguise,29.0605,-13.564,298.27,41,0,4.63,ES,1697362139
480,opuwo,-18.0607,13.84,302.68,11,99,1.71,NA,1697362140
481,diu,20.7141,70.9822,303.59,53,5,4.33,IN,1697362141
482,kismayo,-0.3582,42.5454,302.63,68,24,5.36,SO,1697362143
483,korla,41.7597,86.1469,295.38,20,5,0.85,CN,1697362144
484,padangsidempuan,1.3667,99.2667,297.95,95,100,1.49,ID,1697362145
485,ribeira brava,32.65,-17.0667,301.0,42,100,0.72,PT,1697362146
486,bodaybo,57.8506,114.1933,275.98,90,100,1.72,RU,1697362147
487,medvezh'yegorsk,62.9167,34.4667,281.54,77,98,8.38,RU,1697362148
488,aswan,24.0934,32.907,305.77,18,0,6.86,EG,1697362149
489,atakpame,7.5333,1.1333,298.58,83,79,2.04,TG,1697362151
490,south hedland,-20.4089,118.5983,306.11,40,20,6.17,AU,1697362152
491,male,4.1748,73.5089,305.12,66,75,3.09,MV,1697362153
492,la ronge,55.1001,-105.2842,278.29,81,0,4.12,CA,1697362154
493,langepas,61.2544,75.2124,278.25,79,100,6.76,RU,1697362155
494,cabanas,22.9758,-82.9219,298.15,85,93,2.82,CU,1697362157
495,nishinoomote,30.7333,131.0,294.46,60,20,7.72,JP,1697362158
496,el nido,11.1858,119.3956,300.63,81,100,1.85,PH,1697362160
497,bosobolo,4.1833,19.9,295.29,98,100,0.84,CD,1697362161
498,kolomyia,48.5306,25.0403,282.3,90,100,5.28,UA,1697362162
499,baruun-urt,46.6806,113.2792,280.54,30,1,2.94,MN,1697362164
500,pauini,-7.7136,-66.9764,294.95,99,91,1.09,BR,1697362165
501,camana,-16.6228,-72.7111,291.24,88,97,2.89,PE,1697362166
502,temuco,-38.7333,-72.6,280.02,99,50,0.9,CL,1697362131
503,banda aceh,5.5577,95.3222,301.91,72,96,5.62,ID,1697362168
504,al artawiyah,26.5053,45.3444,310.29,8,0,5.92,SA,1697362170
505,tezu,27.9167,96.1667,301.42,54,77,1.11,IN,1697362171
506,gamba,-2.65,10.0,299.63,81,94,3.92,GA,1697362172
507,corumba,-19.0092,-57.6533,298.03,54,6,1.35,BR,1697362173
508,guiglo,6.5456,-7.4966,298.3,89,100,1.05,CI,1697362174
509,pico truncado,-46.7949,-67.9573,279.98,60,0,3.91,AR,1697362175
510,alausi,-2.2,-78.8333,281.49,86,91,3.0,EC,1697362176
511,loushanguan,28.1375,106.82,294.9,57,7,2.78,CN,1697362177
512,banfora,10.6333,-4.7667,301.92,65,45,1.7,BF,1697362178
513,murzuq,25.9155,13.9184,299.95,20,0,2.17,LY,1697362179
514,kondrovo,54.8064,35.9278,287.1,89,100,3.27,RU,1697362181
515,cooper's town,26.8667,-77.5167,300.91,73,8,7.88,BS,1697362182
516,cuamba,-14.8031,36.5372,309.25,25,10,3.33,MZ,1697362183
517,grande prairie,55.1667,-118.8027,272.25,100,0,1.54,CA,1697362006
518,safranbolu,41.2508,32.6942,295.59,21,42,0.4,TR,1697362187
519,kashgar,39.4547,75.9797,297.71,9,0,3.0,CN,1697362188
520,bonthe,7.5264,-12.505,300.88,81,100,1.24,SL,1697362189
521,impfondo,1.6381,18.0667,297.95,90,100,1.34,CG,1697362190
522,gumla,23.05,84.55,302.73,39,1,3.03,IN,1697362191
523,tatarsk,55.219,75.9828,279.8,81,70,6.71,RU,1697362193
524,conduaga,8.862,117.4893,301.92,76,100,3.73,PH,1697362194
525,picos,-7.0769,-41.4669,298.29,73,32,1.95,BR,1697362196
526,mkushi,-13.6202,29.3939,308.63,18,37,3.26,ZM,1697362197
527,mejit,10.2753,170.8646,301.3,78,34,4.87,MH,1697362198
528,calistoga,38.5788,-122.5797,288.18,79,29,1.04,US,1697362199
529,mugia,43.1041,-9.2179,289.35,86,100,3.49,ES,1697362200
530,najaf,31.9985,44.3398,309.03,15,0,6.17,IQ,1697362201
531,hilo,19.7297,-155.09,298.86,68,100,2.06,US,1697362203
532,charleston,32.7766,-79.9309,290.25,90,0,4.12,US,1697361995
533,semdinli,37.3051,44.5742,293.17,21,18,2.44,TR,1697362205
534,santa cruz,-17.8,-63.1667,292.85,88,9,2.57,BO,1697362144
535,uacu cungo,-11.3634,15.1208,298.0,47,96,2.82,AO,1697362207
536,pyt-yakh,60.7499,72.8582,277.96,76,100,4.23,RU,1697362208
537,timbuktu,16.7735,-3.0074,307.65,11,2,5.53,ML,1697362210
538,booue,-0.0921,11.9385,302.08,70,92,1.46,GA,1697362211
539,codrington,-38.2667,141.9667,283.95,95,100,4.25,AU,1697362212
540,greenville,35.6127,-77.3663,287.24,87,0,1.34,US,1697362195
541,phongsali,21.6833,102.1058,290.93,94,57,1.01,LA,1697362214
542,basoko,1.2391,23.616,298.91,72,100,2.67,CD,1697362215
543,hammam-lif,36.7287,10.3416,300.16,34,20,2.57,TN,1697362217
544,kalawit,8.0667,122.5167,300.46,81,29,0.47,PH,1697362218
545,kiruna,67.8557,20.2251,271.66,86,100,8.23,SE,1697362219
546,cururupu,-1.8283,-44.8683,300.38,73,26,3.21,BR,1697362220
547,larmor-plage,47.7065,-3.3834,287.09,85,0,3.09,FR,1697362221
548,kralendijk,12.15,-68.2667,302.14,84,86,3.09,BQ,1697362222
549,maintirano,-18.0667,44.0167,302.62,70,53,6.72,MG,1697362223
550,terbanggi besar,-4.8667,105.2333,304.53,51,73,6.32,ID,1697362224
551,akureyri,65.6835,-18.0878,275.11,87,75,2.57,IS,1697362225
552,zarghun shahr,32.8473,68.4457,291.82,14,65,2.66,AF,1697362227
553,saint cloud,45.5608,-94.1625,279.19,89,0,1.54,US,1697361992
554,cabedelo,-6.9811,-34.8339,298.52,69,41,8.56,BR,1697362229
555,soc trang,9.6033,105.98,299.5,88,100,2.31,VN,1697362230
556,port blair,11.6667,92.75,301.17,83,40,2.06,IN,1697362231
557,ranot,7.7777,100.3213,302.28,74,98,2.45,TH,1697362232
558,burang,30.25,81.1667,278.82,44,16,5.11,CN,1697362233
559,kisanga,-7.4362,37.7034,308.58,35,76,3.32,TZ,1697362040
560,ilheus,-14.7889,-39.0494,297.32,85,57,2.24,BR,1697362236
561,nizhneangarsk,55.7833,109.55,276.48,72,93,4.47,RU,1697362237
562,mbanza kongo,-6.267,14.2401,298.94,66,100,0.97,AO,1697362238
563,gerash,27.6652,54.1371,306.23,15,0,1.48,IR,1697362239
564,tolanaro,-25.0319,46.9987,298.14,74,39,6.4,MG,1697362240
565,panacan,9.2463,118.4082,300.88,79,96,1.78,PH,1697362241
566,valley city,46.9233,-98.0032,279.44,81,100,3.09,US,1697362242
567,azemmour,33.2895,-8.3425,298.93,49,96,1.27,MA,1697362243
568,panaba,21.2833,-88.2667,298.03,89,97,1.23,MX,1697362245
569,lata,40.1629,-8.3327,290.33,72,100,1.35,PT,1697362246
570,aleksandrovsk-sakhalinskiy,50.8975,142.1561,285.13,89,100,3.68,RU,1697362247
571,tay ninh,11.3,106.1,298.37,91,99,1.54,VN,1697362248
572,konarka,19.9,86.1167,307.37,52,12,0.28,IN,1697362249
573,levuka,50.1834,-105.4011,271.05,76,16,3.71,CA,1697362250
574,cidreira,-30.1811,-50.2056,290.32,85,12,7.82,BR,1697362251
575,nanjing,32.0617,118.7778,297.1,38,5,1.93,CN,1697362017
